index,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,salary-class
790_a, lewis, lock,7, whalan place, our folly, loganholme,6330, vic,19580111,1683402,<=50K
791_a, joshua, edson,41, alfred hill drive, raden park, wahroonga,7303, vic,19590203,5494398,<=50K
792_a, kayla, lovelock,34, grant crescent, c/-the student village, nudgee,2321, wa,19561017,4619189,>50K
793_a, kristen, vlavogelakas,5, earle place, balmoral garden, toowoomba,4128, nsw,19710406,1638521,>50K
794_a, ryan, capurso,178, kirkcaldie circuit, ethelton, little mountain,2546, qld,19211028,4444422,<=50K
795_a, jacinta, webb,44, sampson close, riverside park, darlington,6153, nsw,19761115,4635093,<=50K
796_a, noah, martinovic,3, vickery street, central highlands medical centre, speddingup east,7249, sa,19051215,8765308,>50K
797_a, alisa, shuk,309, amaroo street, north nowra shopping centre, frankston,2209, qld,19400828,4678830,<=50K
798_a, kynan, clarke,108, dakin place, danica, clayfield,7000, vic,19320509,7272301,>50K
799_a, daniel, petersen,15, kangaroo court, tathra river est, rosewater,6018, vic,19521129,6318963,<=50K
800_a, jacqueline, white,9, vancouver street, lakewood estate, aldgate,3053, sa,19401221,6341276,<=50K
801_a, mia, etchell,108, john cleland crescent, the reefs, warnbro,3205, vic,19040825,1401782,>50K
802_a, clain, george,93, jeffcott place, glendower, blackstone heights,3283, tas,19870204,9359197,<=50K
803_a, liam, clarke,25, mckinley circuit, garden creek, nangiloc,3021, qld,19360604,2709445,>50K
804_a, jessica, nguyen,153, baume crescent, trellech, elsternwick,4352, qld,19691229,9171377,>50K
805_a, jai, lanyon,11, lyrebird place, grandview, west wollongong,5034, vic,19850424,7182262,<=50K
806_a, alessandra, monotti,8, mceachern crescent, warhaven home, osborne park,4655, sa,19300713,2493120,<=50K
807_a, claudia, hand,24, boolee street, kintyre, clayfield,4573, nsw,19780908,8586386,>50K
808_a, sian, lemke,61, gordon close, stretton park hostel, deer park,6725, vic,19470822,6425985,<=50K
809_a, chelsea, jesser,171, jackie howe crescent, locn 1487, bellmere,3216, qld,19900826,6014019,<=50K
810_a, alissa, ryan,27, euroka street, linton, hawthorn,2087, vic,19451223,1961728,<=50K
811_a, charlotte, barritt,52, foveaux street, carnsdale, bundaberg,4306, vic,19410914,6880754,>50K
812_a, lily, lowe,17, burrinjuck crescent, bonaccord, manunda,2840, vic,19160515,8352948,<=50K
813_a, felicity, stubbs,4, hawdon street, sherwood, balkuling,4870, wa,19810224,4463820,>50K
814_a, bailey, lingbeek,71, erldunda circuit, masonic retirement village, bedford park,6330, nsw,19061220,1953511,<=50K
815_a, matthew, dunnicliff,13, angophora street, st francis vlge, bundaberg,3129, qld,19851016,8574492,<=50K
816_a, chloe, culph,18, mather street, brentwood village, caroline springs,3192, vic,19630224,1202389,<=50K
817_a, amy, godfrey,4, namatjira drive, telemon orchards, hamilton,2119, qld,19750511,4738708,<=50K
818_a, caresse, drilling,737, eyre street, canberra centre, belmont,6026, qld,19080612,5563722,>50K
819_a, emiily, kostantakis,23, seaver street, booligal, gumdale,2400, wa,19290112,5304520,<=50K
820_a, rupert, richmond,17, wilkins street, belvedere, belmont,2824, tas,19800619,4116973,<=50K
821_a, jett, green,10, bougainville street, wealdstone, duncraig,3630, nsw,19451224,5509222,>50K
822_a, matthew, yu,2, barber crescent, glenhay, samson,3810, nsw,19210518,4675587,>50K
823_a, alexandra, malin,87, sherbrooke street, parraweena, new farm,2209, qld,19960506,1894315,>50K
824_a, emiily, priest,29, wanganeen avenue, braebourne, emerald,6063, nsw,19351003,3101142,<=50K
825_a, jaime, spicer,64, gilbert street, glenlogie, st albans,3412, nsw,19920323,2512083,<=50K
826_a, mia, clarke,26, berne crescent, wildefell, corio,2020, qld,19060403,9977051,<=50K
827_a, zachariah, dzamko,75, finn street, locn 316, mirrabooka,2770, vic,19090525,2606044,>50K
828_a, archer, handel,91, chataway crescent, bellambi, launching place,2487, qld,19080620,5840683,>50K
829_a, michael, weidenhofer,46, weavers crescent, flr 5 john flynn medical centre, st kilda east,4179, nsw,19781002,1824707,>50K
830_a, campbell, white,10, rossarden street, brentwood vlge, toowoomba,3522, sa,19070310,5403110,<=50K
831_a, bailey, morrison,71, springvale drive, bindaree, st kilda east,2540, nsw,19311231,8376380,>50K
832_a, stephanie, redington,43, howitt street, kiandra, balwyn north,3123, nsw,19540725,3876982,<=50K
833_a, jacqueline, kondakov,296, lhotsky street, rosetta village, cranbourne,2586, vic,19650414,1162235,<=50K
834_a, anita, morrison,18, forsythe street, grandview, greensborough,2611, vic,19030829,6809068,<=50K
835_a, blakeston, fauser,45, akhurst grove, rsl park, sunshine,2359, tas,19781029,5837164,<=50K
836_a, max, jeffries,63, stanbury close, garden settlement, st kilda west,3437, act,19730422,1003076,<=50K
837_a, lachlan, artis,25, federal highway, the mount, mill park,2550, wa,19820424,9366690,>50K
838_a, brigitte, coleman,264, launceston street, dharmananda, ceduna,2041, nsw,19380401,3832097,<=50K
839_a, harry, littlely,106, gooreen street, rsde 668, heywood,7320, nsw,19980410,6155709,<=50K
840_a, mitchell, bowerman,16, strangways street, b, adelaide,3941, nsw,19571121,2192624,>50K
841_a, tahlia, wingate,21, brebner street, park lane estate, carnegie,6066, qld,19211023,9462016,<=50K
842_a, alana, scacchitti,12, boolimba crescent, river oaks, humpty doo,2146, vic,19200612,5287944,<=50K
843_a, libby, meaney,18, kinchela crescent, cawarra cottage, granville,2200, vic,19390713,2783147,>50K
844_a, archie, campbell,7, moulden court, kilnacrott, st james,2280, wa,19760316,6991532,<=50K
845_a, daniel, artymowycz,7, greenough circuit, omeo, mount pleasant,2650, wa,19260504,8013405,>50K
846_a, jasper, magaletta,433, raws crescent, wacharoo, greensborough,2576, vic,19590921,2993069,<=50K
847_a, thomas, bradshaw,49, bateman street, rose-lea, mirrabooka,2560, wa,19851105,9999314,<=50K
848_a, alexander, mahony,11, hurtle avenue, calala farm, kirrawee,5164, qld,19670821,3593207,<=50K
849_a, jade, dudley,57, sprent street, highland park, murrumbateman,5088, nsw,19830218,9254904,<=50K
850_a, emiily, everett,25, walu street, tongbong sanctuary, wilmot,3163, tas,19300913,5569331,<=50K
851_a, noah, thorpe,17, jonsson court, hosea mizpah, corrimal,2287, wa,19840509,3120799,<=50K
852_a, carla, stephenson,54, maitland street, dudley specialist medical centre, ngunnawal,3163, wa,19070809,6991407,>50K
853_a, emmet, paterson,2, wilkins street, wandella park snowy, mount perry,2162, vic,19470311,5289612,>50K
854_a, jacqueline, scarce,17, orion place, mt gravatt residence, east maitland,2452, vic,19511130,6538391,<=50K
855_a, timothy, juric,7, gosse street, mara, campbelltown,5155, vic,19620309,1648255,<=50K
856_a, jaimee, clarke,16, london circuit, noolabi, joondalup,2234, wa,19130329,1088708,>50K
857_a, joel, lowe,22, boolee street, raymond terrace market place, busby,2850, vic,19710714,4485912,<=50K
858_a, hannah, laverty,2, vagabond crescent, heights estate, ringwood,2880, sa,19790403,2244101,>50K
859_a, freya, neville,6, quinlivan crescent, finn valley, narellan,2205, nsw,19120301,1989446,<=50K
860_a, olivia, stanfield,1, casey crescent, homevale, bossley park,5373, qld,19390528,9533954,<=50K
861_a, ashleigh, lock,22, trigg place, fairfield waters, hillston,2340, wa,19060811,8559944,<=50K
862_a, bailey, richmond,105, wettenhall circuit, hansdale lane, munster,3805, vic,19270927,2368248,<=50K
863_a, hayly, david,30, christmaes street, brannigans, penrith,5064, qld,19451219,3150586,>50K
864_a, jenna, richmond,118, stutchbury street, caravn park, coldstream,3185, vic,19851121,8383696,<=50K
865_a, declen, webb,97, antill street, belandean, booval,3350, qld,19350823,7503619,>50K
866_a, oliver, hobson,3, eldridge street, beth-el, rose bay,3228, wa,19761208,8239756,<=50K
867_a, leon, chandler,73, massey street, camerons creek, arana hills,4655, vic,19130612,2444425,>50K
868_a, isabella, cheers,145, o'connor circuit, apt 1, coolaroo,2519, wa,19720109,7201070,>50K
869_a, joshua, stanley,40, builder crescent, miniacres, mount isa,3757, nsw,19280329,8311595,>50K
870_a, dylan, waller,10, leichhardt street, vinery, brunswick west,5162, wa,19840905,9685354,<=50K
871_a, alaiyah, gearman,10, kiewa street, villa 2, elizabeth grove,7018, nsw,19040702,1757460,<=50K
872_a, lauren, bissett,34, castleton crescent, hd of solomon, spearwood,2380, tas,19200915,4400726,<=50K
873_a, madeleine, manousos,13, mayo street, kanawalla, tannum sands,2076, nsw,19710304,5407434,<=50K
874_a, harriet, paterson,9, chippindall circuit, swanleigh, salisbury,3190, qld,19730908,9729101,<=50K
875_a, desi, bishop,5, william hudson crescent, bunavon, woodlands,3070, qld,19450928,9472910,<=50K
876_a, joel, campbell,9, griver place, northern tablelands tennis academy, north ryde,3181, nsw,19490215,5665340,<=50K
877_a, mitchell, mainprize,26, tauss place, wearmouth, noble park,3980, qld,19461010,6564378,<=50K
878_a, samantha, green,3, hilder street, dspq, port pirie,2380, vic,19671226,3970937,<=50K
879_a, emiily, grosenor,58, hadleigh circuit, anglev ale, daradgee,3130, nsw,19440317,6430053,>50K
880_a, keaton, hick,371, shellshear place, vinery, dulwich hill,5253, wa,19011110,4860054,>50K
881_a, ryan, geraghty,19, eldershaw place, rowethorpe, nuriootpa,2093, wa,19140122,7546033,<=50K
882_a, lucinda, humphreys,9, cardew crescent, tara hills, frankston,2300, sa,19481110,1818239,<=50K
883_a, caleb, jeffries,48, kingsford smith drive, phoenix park stud, keilor east,3033, nsw,19960130,6762997,<=50K
884_a, lachlan, collier,84, cantor crescent, caroona village, gore,3187, qld,19730209,8694342,<=50K
885_a, isabella, campbell,8, lachlan street, meadow view, balwyn north,2830, wa,19650821,3294617,<=50K
886_a, georgia, wurm,66, mcdermott street, binbimbie, dooralong,2880, nsw,19530515,6080052,<=50K
887_a, harry, lavender,8, hope street, dalkeith homestead street, forrest,4575, nsw,19290528,1127123,>50K
888_a, finnbar, fusco,11, allambee street, dejarra, willetton,7018, vic,19641229,5194676,<=50K
889_a, jacinta, aldous,58, bayly place, rocklea, view bank,5040, nsw,19120917,2309779,<=50K
890_a, maria, wehr,3, jarrahdale street, moonbi, malvern east,2035, sa,19961109,7080799,>50K
891_a, liam, campbell,37, ashby circuit, peak view, safety beach,2260, nsw,19160820,7124276,>50K
892_a, claudia, halberda,20, bingley crescent, barwalla, lobethal,3175, vic,19770312,6770229,<=50K
893_a, ellorah, dearing,47, hirschfeld crescent, sun city resort, mirrabooka,4109, vic,19981103,9238551,<=50K
894_a, harrison, wardle,41, wattle street, court units, moree,2625, nsw,19421219,5621228,<=50K
895_a, jackson, green,11, groom street, rockley, newlands arm,4013, vic,19760111,3172622,<=50K
896_a, micaela, elphick,410, florina place, reg simpson court, tannum sands,3677, wa,19640320,7027457,>50K
897_a, joel, frohmuller,56, strickland crescent, glenmore, christies beach,3221, vic,19700605,6540863,<=50K
898_a, madeline, royle,61, allwood street, cygnet river schoolhouse, wanneroo,2607, qld,19760721,3270972,>50K
899_a, caitlin, mason,220, perrin circuit, gilston lodge, lalor,2794, vic,19181012,5031907,<=50K
900_a, tansy, chappel,288, cobbett place, miowera, patterson lakes,4702, sa,19690317,5827826,<=50K
901_a, bridget, ayotte,66, fincham crescent, flt 54, bellevue hill,2287, vic,19540822,7656611,<=50K
902_a, sarah, bloomfield,3, howe crescent, strathleven, karalee,2122, nsw,19271006,9490925,<=50K
903_a, jacob, falting,30, cowley place, retirement village, macgregor,2464, tas,19390423,5435677,>50K
904_a, james, thiry,19, rose scott circuit, mawarra herefords, brighton,3196, qld,19470926,5273833,<=50K
905_a, zac, white,26, companion crescent, glenview, toronto,2226, sa,19431117,3437945,<=50K
906_a, willow, rollins,71, arabana street, creston, bondi junction,6170, nt,19931231,6759954,<=50K
907_a, mia, bosse,17, blacket street, t int-sect garden, greenwood,3012, qld,19040522,3793415,>50K
908_a, ella, morrison,70, edwards street, yambacoona, mansfield,3083, qld,19700403,3927292,<=50K
909_a, michael, haythorpe,7, latchford street, kilburnie, murray bridge,2446, nsw,19661107,6809163,<=50K
910_a, ethan, green,22, melrose drive, riverpark, safety bay,2000, wa,19240918,9174005,>50K
911_a, alexander, nguyen,9, mcfarlan place, locn 10045, kinglake west,5032, nsw,19590824,9769183,<=50K
912_a, sarah, grafton,6, beetaloo street, naaraane, karalee,4300, nsw,19180724,8503905,<=50K
913_a, riley, seen,30, malcolm place, middle rock park, iluka,3131, qld,19480724,9854734,<=50K
914_a, jack, westbrook,3, caffyn place, highland park, taree,6027, sa,19980112,4923795,<=50K
915_a, olivia, eftimiou,77, buvelot street, brindabella specialist centre, slacks creek,2099, sa,19511211,1512566,<=50K
916_a, jake, browne,31, lachlan street, pindara medical centre, bossley park,2800, act,19801010,9475260,<=50K
917_a, hayley, thorpe,7, stradbroke street, montrose, armidale,2827, qld,19920221,3512606,<=50K
918_a, alisa, reid,2, adamson crescent, three acres, pearce,4352, vic,19280306,9327619,<=50K
919_a, aaron, morrison,5, vickers crescent, sherwood, oakville,3818, nsw,19110409,8384529,<=50K
920_a, sophie, godfrey,154, badimara street, bowan brae, mclaren vale,3717, wa,19231122,8090960,>50K
921_a, joel, hingston,162, mertz place, warrina lakes, oakleigh,5345, sa,19461020,2641982,<=50K
922_a, tyrone, weller,155, steinwedel street, gloccamorra, kirwan,2154, qld,19700728,4030943,>50K
923_a, isabelle, chegwidden,4, purnell place, warrambah, slacks creek,3152, vic,19410220,1598145,>50K
924_a, dante, dakin,3, chuculba crescent, greenpatch, forbes,5072, nsw,19481028,7288639,<=50K
925_a, jack, falting,293, kurrama close, girrahween homestead, machans beach,5016, wa,19211203,3061638,<=50K
926_a, courtney, le lievre,256, blamey crescent, marelle, kardinya,7307, nsw,19900701,8735103,>50K
927_a, chloe, campbell,2, habgood place, koenarl, burnie,2064, qld,19520323,9590211,<=50K
928_a, jordan, seppelt,43, westgarth street, chazelle, tumbulgum,4151, nsw,19290911,5774081,<=50K
929_a, sophie, elderton,30, kriewaldt circuit, kalyra retirement, bullsbrook,2145, vic,19280706,5666983,<=50K
930_a, grace, van aardt,55, bonney street, karingal farm, noble park north,3805, vic,19490918,7034169,>50K
931_a, ashlee, beadle,4, henslowe place, moolana, tongala,3018, qld,19430808,6030818,<=50K
932_a, jaden, bail,25, mansfield place, summer hill, tumbarumba,3055, vic,19650509,6813146,<=50K
933_a, emiily, thorpe,38, caladenia street, niagara, galston,6017, vic,19950612,3606590,<=50K
934_a, briony, nicoll,4, gurrang avenue, lapstone, maryborough,4076, vic,19351003,7316847,<=50K
935_a, dillon, hand,169, chewings street, chilton heights, aldinga beach,2047, vic,19680522,1802172,>50K
936_a, dylan, white,10, broome crescent, brentwood village, mount moriac,2095, nsw,19090614,5491508,>50K
937_a, kylee, fogg,30, jenner court, victoria square, narrandera,4304, wa,19760724,8194896,<=50K
938_a, ruby, bishop,23, lascelles circuit, dangaroo park, banyo,3796, vic,19980122,7058654,<=50K
939_a, harrison, willing,65, chandler street, baidermeer, edgewater,2067, vic,19630214,1304706,>50K
940_a, lachlan, ledsham,32, fawkner street, carisbrook, point vernon,2086, nsw,19520731,4801343,>50K
941_a, carly, whetham,12, bibb place, bullarook park stud, brown hill,4850, vic,19110306,3147628,<=50K
942_a, benjamin, mazzone,139, alfred hill drive, brinjarry, peregian beach,3029, nsw,19600130,8291514,>50K
943_a, thomas, jetter,6, rodway street, pine view, collinsvale,2440, vic,19150816,1815741,>50K
944_a, olivia, leon,555, marungal avenue, paloma, newington,2200, qld,19970224,1291452,>50K
945_a, michael, wooley,7, shara place, the lodge, rose bay,4171, wa,19100617,1184004,>50K
946_a, jacob, krollig,7, barr-smith avenue, kookardinia, cooloongup,4127, vic,19430426,9581882,<=50K
947_a, kobe, simmonds,4, dive place, first avenue, inglewood,6060, vic,19450715,8095098,>50K
948_a, luke, mason,3239, maribyrnong avenue, meridan warana villas, eglinton,2017, vic,19630629,4510121,<=50K
949_a, thomas, sunderland,56, de little circuit, westwood homestead, calliope,6066, nsw,19640703,7591634,<=50K
950_a, nicholas, dorsey,19, sully place, villa 18, hillvue,6026, vic,19420808,1268506,>50K
951_a, lucas, chandler,18, sampson close, como, muchea,5064, vic,19550422,5370111,<=50K
952_a, claudia, apsitis,73, wheeler crescent, menedebri, devonport,3280, qld,19300609,7442162,<=50K
953_a, zachary, godfrey,77, mirbelia crescent, manuka village, greenacres,6012, qld,19660308,9160281,<=50K
954_a, caleb, due,14, reader court, phoenix park stud, goonellabah,5158, nsw,19230210,9442314,<=50K
955_a, talissa, commons,13, mccaw place, square park, pymble,2825, tas,19900904,6271391,<=50K
956_a, daniel, mccarthy,24, dines place, the bowery, clarence park,3923, qld,19070103,5201837,<=50K
957_a, beth, reid,1058, hagon place, the willows, greenwith,3305, vic,19510330,5871411,<=50K
958_a, kiandra, clarke,149, kingscote crescent, willow dene, oak park,2062, sa,19521221,8296501,>50K
959_a, nathan, neylon,118, hawthorn road, mt moornambool, oakleigh,4556, nsw,19860118,3148146,<=50K
960_a, cooper, dudgeon,14, fremantle drive, berkeley vlge, robina,5097, nsw,19990621,5290790,<=50K
961_a, rhys, slatcher,2, stanley street, medical practice bendigo, golden bay,3053, nsw,19630608,5683571,<=50K
962_a, lucy, longhurst,5, port jackson circuit, wallaces ck, east maitland,2018, vic,19611129,1135283,<=50K
963_a, ellouise, burford,8, frater crescent, pearce shoppng centre, noble park,5024, sa,19990319,8150446,<=50K
964_a, belinda, green,132, barringer street, bunyule, argenton,2205, nsw,19181010,4056341,<=50K
965_a, quinn, harrington,1065, darwinia terrace, the gums, north beach,4012, nsw,19780920,3297280,<=50K
966_a, cameron, campbell,4, rosman circuit, thornbury house, moama,4307, nsw,19980222,1821597,<=50K
967_a, patrick, matthews,30, byrne street, orana hstl, dunwich,2388, vic,19401113,4346306,>50K
968_a, brinley, berry,1, fink crescent, binnum banks, beenleigh,2450, vic,19010206,4389341,<=50K
969_a, jack, green,158, mccubbin street, oaklands village, hill end,3373, nsw,19740320,1840764,<=50K
970_a, tylah, stephenson,24, conolly place, loch snizort, currambine,2486, nsw,19730708,9995199,>50K
971_a, hayden, demetriou,61, caldwell street, whattleglen, caulfield north,2133, qld,19280130,6242779,<=50K
972_a, hannah, tardrew,9, haystack crescent, kimberley, balwyn north,5113, qld,19890125,7179562,<=50K
973_a, jye, millar,1309, hann street, farewell, abbotsford,4385, nsw,19810612,7775039,<=50K
974_a, brock, henderson-wilson,36, harbison crescent, mountview, tweed heads,6728, nsw,19600923,3729335,<=50K
975_a, william, rei d,5, roper pace, robley uhouse, yagoona,5032, nsw,19280714,3523797,<=50K
976_a, andie, brammy,35, clare dennis avenue, madeita park, barmera,2095, nsw,19220119,7769953,<=50K
977_a, nathan, lowe,15, mowle place, marrivale, donnybrook,4702, qld,19360422,7156818,<=50K
978_a, isabella, holburn,3, pinkerton circuit, carey park, ivanhoe east,4053, vic,19540720,1062917,>50K
979_a, cassidy, daviess,6, casey crescent, table mountain, glenwood,2440, vic,19390114,7784777,<=50K
980_a, jessica, clisby,17, coghill close, braeburn, summer hill,3355, nsw,19400617,6298597,>50K
981_a, jaime, longo,36, holmes crescent, old school hse, alice springs,4680, vic,19311114,3060238,<=50K
982_a, kyle, green,69, taronga place, c/-the student village, highton,2477, vic,19740224,4833490,<=50K
983_a, joshua, bennier,13, trussell place, k mart plaza, broken hill,3194, vic,19340706,3311717,>50K
984_a, deakin, reece,11, ironside street, cooralook, orchard hills,2325, vic,19311114,9380392,>50K
985_a, hayley, blowes,1, grigg place, mallaby, dimbulah,4817, vic,19340804,5543182,<=50K
986_a, jade, reid,72, castieau street, rosedina, marsden,3152, vic,19090907,7219024,<=50K
987_a, nicholas, crute,173, terewah circuit, goldview, murray bridge,5554, vic,19031219,8746213,<=50K
988_a, kade, paine,55, adamson crescent, kmart p plaza, bridgeman downs,2068, vic,19720509,5485493,>50K
989_a, erin, mcgregor,10, weavers crescent, brambletye vinyard, downer,4218, nsw,19980814,8227855,<=50K
990_a, douglas, glass,7, debenham street, dodona, bayswater,2617, qld,19711206,6649278,<=50K
991_a, jay, clarke,7, teakle place, sunvale, como,2603, qld,19670727,8558023,<=50K
992_a, amy, campbell,83, zwar place, grandview, winston hills,2750, nsw,19730122,3855171,<=50K
993_a, matthew, markijevic,16, logan street, creecoona, moranbah,2782, wa,19631008,5599009,<=50K
994_a, bella, hersey,4, macgregor street, bell place (cnr bell r road, clarence park,3134, vic,19711118,6908661,>50K
995_a, alec, hank,52, sage close, whiskers hill, broome,4558, qld,19420623,7189163,<=50K
996_a, annabella, wegman,101, carrington street, colbes, campsie,2168, nsw,19480503,9157836,>50K
997_a, brooke, portlock,28, mundang crescent, lambar, craigmore,7009, nsw,19441015,6634317,>50K
998_a, petreece, colegate,46, west row, huongold, yarraville,4228, wa,19940430,8363190,>50K
999_a, heather, alves,10, rule street, ardersier, dapto,4226, nsw,19181206,9472761,<=50K
1000_a, james, laverty,16, port jackson circuit, brooms head carava, kaleen,3220, nsw,19731219,8837501,<=50K
1001_a, amber, mitton,34, giles street, moolooboola, ferny creek,2062, vic,19260531,4315976,<=50K
1002_a, joel, rachwal,207, truganini place, erinsvale, bowen hills,4343, wa,19481030,2717332,<=50K
1003_a, jack, metherell,9, irvine street, sherwood, north haven,4502, qld,19390423,1015748,<=50K
1004_a, liam, mahony,15, hackett garden, brigalow court, kemps creek,3178, nsw,19630701,8912630,>50K
1005_a, harry, clarke,39, maranoa street, cypress garden, newstead,6157, nt,19990510,9290227,<=50K
1006_a, seamus, mollross,216, ogilby crescent, gwandalan, yoogali,3199, qld,19540201,7432985,<=50K
1007_a, hannah, feeney,1335, pinkerton circuit, hopkins view, branxton,6162, nsw,19150402,1902829,<=50K
1008_a, zachary, menzies,12, sugarloaf circuit, st john of god hospital, st kilda east,2069, nsw,19430205,2833160,>50K
1009_a, marleigh, matthews,4, trumper street, berkeley vlge, northmead,3171, nsw,19550627,3132816,>50K
1010_a, thomas, hingston,9, james street, windarah, benowa,3934, nsw,19690703,2952185,<=50K
1011_a, jack, gotovac,41, merv waite street, wilga, seymour,4051, vic,19560315,2888847,<=50K
1012_a, kelsey, sima,26, brittlebank circuit, diacos caravn prk, narellan,3111, vic,19310123,8043750,>50K
1013_a, shona, constance,5, sternberg crescent, blue hills, craigie,2612, qld,19900921,1649091,<=50K
1014_a, abii, slape,25, jondol place, annecy park, athelstone,2097, vic,19690207,7405224,<=50K
1015_a, zara, bishop,44, david street, pine avon, beulah park,4123, vic,19600102,2495654,<=50K
1016_a, cameron, lovelock,50, wolfingham place, mirrimbah, rossmoyne,3047, vic,19730414,4338236,>50K
1017_a, ellie, turale,10, bamford street, narek, rye,3150, wa,19410419,3867346,>50K
1018_a, joshua, riddoch,11, currong street, the rocks, mountain creek,4560, vic,19261007,3299660,<=50K
1019_a, sam, miles,6, longman street, cinema centre bldg, cronulla,2790, sa,19810123,4882185,<=50K
1020_a, george, millar,6, birrell street, ballow chambers, como,2710, vic,19580708,2250207,<=50K
1021_a, maya, meares,1, dunstan street, cherry haven, lockhart,3350, vic,19880123,1578213,<=50K
1022_a, tara, rees,10, wilshire street, somerset garden, san remo,2350, vic,19610314,3436779,>50K
1023_a, bianca, kirste,6, learmonth drive, canberra hse, leeton,5277, qld,19280810,8291273,>50K
1024_a, bianca, laing,2, fleetwood smith street, entwood, ringwood,2360, nsw,19180107,9746416,<=50K
1025_a, jett, harrington,33, coutts place, southern cross, flagstaff hill,2572, vic,19650815,9442291,>50K
1026_a, casey, wisby,15, coane street, baptist retirement, killara,3442, vic,19730402,2078391,>50K
1027_a, olivia, passmore,50, tarraleah crescent, culburra retrmnt vlge, armidale,2602, vic,19120418,2921789,>50K
1028_a, conaghty, madeline,8, bonython street, umina park, myrtleofrd,2800, nsw,19850810,7498786,<=50K
1029_a, aimee, trepka,9, goodchild street, kingcora, hackham west,2905, vic,19341111,4465176,<=50K
1030_a, shakira, white,13, kane place, nautical vlg, dandenong north,2748, vic,19070602,3421964,>50K
1031_a, grace, webb,137, mugga way, villa 3, south melbourne,4133, sa,19120823,9449881,<=50K
1032_a, mason, blake,15, shenton crescent, villa 2, seymour,2061, nsw,19820822,8036011,<=50K
1033_a, stephanie, reid,739, edmondson street, carisbrook, lawson,3003, qld,19300717,4746019,<=50K
1034_a, harrison, clarke,260, newman morris circuit, mater professional centre, pakenham,5552, nsw,19371030,6800940,<=50K
1035_a, benjamin, harrington,67, mcintosh street, griffiths wing, wynyard,6066, wa,19890909,4633421,<=50K
1036_a, thomas, stanley,176, hayley street, masonic retirement village, anula,4655, tas,19001210,3973552,<=50K
1037_a, lauren, wortlehock,25, domain street, red gate, stretton,2147, nsw,19650114,6238740,<=50K
1038_a, cooper, rafanelli,14, cloncurry street, murga ridge, port kembla,3204, sa,19540116,7825882,>50K
1039_a, lachlan, mcvicar,41, paul coe crescent, marx hill street, carnegie,5031, sa,19920707,8814425,<=50K
1040_a, shaun, worsley,68, campaspe circuit, alnwick, hoppers crossing,6743, vic,19991124,2171424,<=50K
1041_a, annalise, berry,45, dixon drive, fernlea, kirra,2155, wa,19971114,1903992,<=50K
1042_a, jacob, diekman,41, darrell place, retirement village, toorak,4390, vic,19890704,5960067,<=50K
1043_a, talia, mcmullen,17, mackellar crescent, kilkarlen, caulfield,2064, qld,19891130,1643201,<=50K
1044_a, connor, mcneill,11, prior place, toombali, lismore,3825, vic,19200206,8030178,<=50K
1045_a, kyle, handberg,20, nepean place, oroonaka station, kuraby,3630, vic,19120611,9315490,>50K
1046_a, laura, ledsham,13, jeanette place, yarrandoo, deagon,3939, wa,19150616,8279741,<=50K
1047_a, emma, white,86, mcbryde crescent, buena vista, blue haven,2035, tas,19140428,2042416,<=50K
1048_a, william, bottroff,234, mount vernon drive, bowan brae, mooroolbark,2318, vic,19840304,5379013,<=50K
1049_a, niamh, lowe,10, richmond street, ardersier, cronulla,3051, qld,19030507,5511545,<=50K
1050_a, emiily, kelley,22, carroll street, sunnyview, narooma,4510, qld,19811025,1095895,>50K
1051_a, jason, walkley,1404, little place, st vincents hospital, avoca beach,3631, wa,19631003,7633350,>50K
1052_a, cooper, hingston,14, leahy close, hilltop hostel rowethorpe, pennant hills,2031, vic,19420203,9844204,>50K
1053_a, mitchell, stephenson,75, brennan street, argyle, balwyn north,5276, sa,19120226,5120917,<=50K
1054_a, madeline, golder,446, roxon place, pipers river, woodcroft,2070, qld,19470127,6369807,<=50K
1055_a, lushia, meyhandan,18, sharland place, barwalla, tweed heads,2049, nsw,19600115,5870241,<=50K
1056_a, robbie, reid,4, captain cook crescent, keira, albury,4680, nsw,19360822,9848029,>50K
1057_a, brydon, oleszcuk,7, brache place, minnamurra house, keilor,3781, vic,19630127,3255344,<=50K
1058_a, harley, moody,15, quaife place, headland cvn park, richardson,2478, qld,19771112,6240453,>50K
1059_a, amber, maynard,4, mileham street, west road, swanpool,2064, nsw,19590520,8697332,>50K
1060_a, jasper, warde,9, onkaparinga crescent, kiermont est, kingston,3101, vic,19491118,7792509,>50K
1061_a, matthew, lock,100, gritten street, frost mews, gaven,2040, vic,19950917,3746415,<=50K
1062_a, zack, hoffman,58, william hudson crescent, stonefield, hoppers crossing,2904, nsw,19760901,5923286,<=50K
1063_a, kylie, schaber,19, tucana street, morven, moree,3559, wa,19510307,9692195,<=50K
1064_a, ethan, ulbrich,17, rapanea street, valley of springs, petrie,2650, wa,19690429,2577303,<=50K
1065_a, luke, bereza,55, ironside street, tantallon, maribyrnong,4163, nsw,19380110,9192393,<=50K
1066_a, luke, boulter,5, newman morris circuit, stoney creek, burnie,4160, sa,19540129,1481094,>50K
1067_a, liam, lenartowicz,80, gardiner street, maranatha house, east hills,4214, qld,19000112,8167272,<=50K
1068_a, jordan, klus,28, astley place, mount patrick, goonellabah,2650, qld,19461009,2019610,<=50K
