rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, soc_sec_id,ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
rec-2106-org, zoe, morrison,260.0, mcclelland avenue, sec 1, renown park,2093, qld,19710516.0,9273845,11089.0,Male,21.0,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
rec-1865-org, harry, gracie,16.0, gardiner street, yarramine park, tent hill upper,4700, nsw,19410413.0,6014572,1971.0,Female,52.0,White,Divorced,Masters,United-States,Private,Prof-specialty,<=50K
rec-536-org, jaime, dixon,26.0, namatjira drive, wirreanda vlge, buff point,2281, vic,19661023.0,2144818,18083.0,Female,45.0,Black,Widowed,Some-college,United-States,Private,Other-service,<=50K
rec-184-org, kayden, white,31.0, frencham place, wahronga-lea, rosebud,3199, vic,19130629.0,2780846,3732.0,Male,25.0,White,Never-married,Assoc-acdm,United-States,Private,Exec-managerial,<=50K
rec-3301-dup-0, matild, madigan,28.0, john cleland crescent, ponderossa, tumbarumba,2315, tas,19010828.0,5084817,19240.0,Male,30.0,White,Never-married,Bachelors,United-States,Federal-gov,Prof-specialty,<=50K
rec-1164-org, gabrielle, reid,21.0, maltby circuit, glenine, belgrave,2600, nsw,19360828.0,9104075,29476.0,Male,39.0,White,Married-civ-spouse,9th,United-States,Private,Handlers-cleaners,<=50K
rec-1814-org, casey, lock,34.0, jane price crescent, tulloch, wilson beach,6505, vic,19050322.0,7503363,6277.0,Male,22.0,White,Divorced,HS-grad,United-States,Private,Handlers-cleaners,<=50K
rec-478-dup-1, kai, harrland,121.0, edmundsplace, brightling park, severlnea,5417, nsw,19800313.0,1893606,26477.0,Female,33.0,White,Divorced,10th,United-States,Private,Machine-op-inspct,<=50K
rec-2856-org, cameron, furbow,463.0, jewell close, cypress garden, waroona,2322, vic,19641027.0,4297015,3583.0,Male,56.0,White,Married-civ-spouse,7th-8th,United-States,Private,Handlers-cleaners,<=50K
rec-761-org, tyler, maynard,1.0, arden place, cambridge park, maldon,6111, vic,19231031.0,2320983,27423.0,Female,29.0,White,Divorced,Doctorate,United-States,Private,Prof-specialty,>50K
rec-3163-dup-0, emiily, stanley,6.0, antill street, key, woywoy,6330, nsw,19650320.0,2407021,21136.0,Male,36.0,White,Married-civ-spouse,Some-college,United-States,Federal-gov,Adm-clerical,<=50K
rec-1193-dup-1, fegrus, stingle,4.0, pieman crescent, wandarri, surry hills,2370, nsw,19310201.0,3795965,13128.0,Male,22.0,White,Never-married,Assoc-acdm,United-States,Federal-gov,Other-service,<=50K
rec-3843-org, david, lodge,2510.0, hensman street, berkeley village, prospect,4172, vic,19860524.0,1191039,13363.0,Male,28.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
rec-2200-org, kazuki, dessart,1.0, jardine street, longplain, kirwan,2603, tas,19950619.0,1074897,13544.0,Male,25.0,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K
rec-3143-org, brianna, madigan,28.0, limestone avenue, old post office, floreat,3888, wa,19841104.0,6025740,397.0,Male,23.0,White,Never-married,HS-grad,Dominican-Republic,Private,Handlers-cleaners,<=50K
rec-2658-org, ella, nicoll,10.0, newman morris circuit, gordonvale, kardinya,4305, vic,19520501.0,2205896,11516.0,Female,56.0,White,Married-civ-spouse,7th-8th,United-States,Private,Machine-op-inspct,<=50K
rec-714-org, joshua, robson,62.0, serpentine street, kerradan, cremorne,4818, nsw,19480711.0,4129659,18069.0,Male,56.0,White,Married-civ-spouse,Assoc-voc,United-States,Private,Tech-support,>50K
rec-300-org, jayden, nguyen,11.0, le hunte street, legacy units, woodcroft,4721, qld,19530524.0,5126686,20611.0,Male,50.0,Black,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
rec-2439-dup-1, hayley, david,11.0, christmas street, brannigans, penrith,5064, qld,19451219.0,7348094,17254.0,Male,63.0,White,Widowed,Some-college,United-States,Self-emp-not-inc,Exec-managerial,<=50K
rec-2924-org, channing, filander,25.0, fitzherbert place, byron arcade, arana hills,3171, vic,19460203.0,7674861,2557.0,Female,27.0,White,Never-married,Masters,Germany,State-gov,Prof-specialty,<=50K
rec-1651-org, jasper, rundle,60.0, fawkner street, kempfield, cloverdale,3181, nsw,19580321.0,1921374,15942.0,Female,54.0,White,Widowed,Some-college,Mexico,Local-gov,Adm-clerical,<=50K
rec-1142-org, alexandra, mac donell,45.0, jackie howe crescent, pinelea, deer park,4816, vic,19920625.0,9291189,6566.0,Male,32.0,White,Married-civ-spouse,5th-6th,Mexico,Private,Other-service,<=50K
rec-869-org, sienna, mullin,248.0, poynton street, berkeley vlge, moruya,7017, nsw,19240304.0,7835765,18072.0,Male,25.0,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
rec-2458-org, madison, nguyen,29.0, bargang crescent, meadowview, belconnen,2330, wa,19791105.0,7245438,4523.0,Female,31.0,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
rec-1265-org, dakota, ryan,6.0, van pelt place, musk park, north ryde,2030, vic,19060615.0,9369375,699.0,Male,37.0,Black,Never-married,HS-grad,United-States,Private,Farming-fishing,<=50K
rec-3698-org, miranda, everett,3.0, madigan street, moorilla, norah head,3205, nsw,19560820.0,3576854,3553.0,Male,24.0,White,Married-civ-spouse,10th,United-States,Private,Handlers-cleaners,<=50K
rec-3907-org, taylah, asher,802.0, gouger street, beth-el, wellington point,2324, nsw,19410803.0,2994950,17787.0,Male,35.0,Black,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
rec-98-org, jade, durbridge,33.0, gillespie street, tharlane, highgate,3087, nsw,19901003.0,8281265,17633.0,Male,37.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Prof-specialty,>50K
rec-2219-org, emma, collier,6.0, aspinall street, cr northern highway, picton,3142, nsw,19510814.0,2491329,15590.0,Female,17.0,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
rec-3272-dup-1, trey, hle,19.0, holman steret, kookaburra village, peregian beach,5266, nsw,19520113.0,6172652,12394.0,Male,27.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Exec-managerial,>50K
rec-2891-org, cameron, campbell,2.0, pogney place, boonsville, meringur,3121, qld,19740507.0,3169177,2021.0,Female,50.0,White,Married-civ-spouse,Bachelors,United-States,Private,Adm-clerical,>50K
rec-3070-org, hannah, vrettis,15.0, moodie street, high valley, seacombe heights,2536, nsw,19691130.0,2863077,22229.0,Male,40.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
rec-1213-dup-0, amber, white,1.0, shackleton circuit, evergeen, hackham,6770, sa,19690905.0,7925975,18411.0,Female,57.0,White,Divorced,HS-grad,United-States,Private,Other-service,<=50K
rec-2595-org, kaela, reid,2.0, badimara street, craigie-lea, arana hills,2016, nsw,19850715.0,8724895,18095.0,Male,21.0,White,Never-married,Some-college,United-States,Private,Sales,<=50K
rec-23-org, emiily, mcphail,2079.0, morton street, glen shian, north ryde,3199, vic,19461213.0,9003226,18204.0,Male,25.0,White,Never-married,10th,Nicaragua,Private,Other-service,<=50K
rec-2610-org, daniel, vanlaatum,213.0, conway place, adventist retrmnt vlge, noble park,3058, qld,19510726.0,2560987,27774.0,Female,48.0,White,Never-married,HS-grad,Columbia,Private,Other-service,<=50K
rec-1636-org, oliver, bednarczyk,14.0, macnaughton street, extension, pymble,3941, vic,19180616.0,2099969,15487.0,Male,28.0,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K
rec-1288-org, hannah, steed,155.0, harbison crescent, jemalong retrmnt vlge, moree,6163, nsw,19290212.0,3008028,1502.0,Female,28.0,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
rec-3092-org, olivia, picot,25.0, rundle place, locn 2192, lower templestowe,3058, qld,19810614.0,1793310,10223.0,Male,58.0,White,Widowed,Masters,United-States,Local-gov,Prof-specialty,>50K
rec-3838-org, joel, myles,10.0, sumner place, minora, glen huon,5075, nsw,19831001.0,1361474,9626.0,Male,34.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
rec-3883-org, nicholas, willing,86.0, pickles street, dejarra, narellan,2170, vic,19740801.0,3890949,16128.0,Female,62.0,White,Divorced,10th,United-States,Private,Other-service,<=50K
rec-44-org, jacob, allchin,20.0, sternberg crescent, ballina, glengowrie,2650, nt,19480614.0,4453111,14256.0,Female,45.0,White,Divorced,Some-college,United-States,Private,Exec-managerial,<=50K
rec-1477-org, william, whillas,8.0, forbes street, ra 23012, brighton-le-sands,6147, vic,19250312.0,2026323,29198.0,Female,48.0,Asian-Pac-Islander,Separated,Bachelors,Philippines,Private,Adm-clerical,<=50K
rec-2299-org, emiily, clarke,22.0, grounds crescent, milpara, wahroonga,3128, qld,19761115.0,1811152,11196.0,Male,34.0,White,Married-civ-spouse,Masters,France,Private,Exec-managerial,<=50K
rec-1295-org, sarah, white,155.0, martin street, mayflower retrmnt vlge, metung,4670, nsw,19850611.0,4235922,991.0,Female,27.0,Black,Never-married,Bachelors,United-States,Private,Sales,<=50K
rec-2097-org, jasmine, britten,21.0, dawbin place, stoneyhurst, cashmere,4030, qld,19860104.0,1994428,4724.0,Male,39.0,White,Married-civ-spouse,9th,United-States,Self-emp-not-inc,Craft-repair,<=50K
rec-1322-org, timothy, fullwood,25.0, finniss crescent, the manoa, hendra,2850, wa,19821215.0,7881701,23885.0,Male,17.0,White,Never-married,11th,United-States,Private,Adm-clerical,<=50K
rec-2386-org, lachlan, rankine,19.0, midwood court, kiloran, lakemba,4207, qld,19991112.0,7771006,25574.0,Female,24.0,White,Never-married,Some-college,United-States,Local-gov,Adm-clerical,<=50K
rec-2613-org, madison, andresen,5.0, blackburn street, woodberry vlge, millmerran,2066, wa,19210618.0,9635249,3466.0,Male,49.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K
rec-2372-org, chantelle, webb,41.0, dent place, goolwa cottage, mountain creek,2486, sa,19421118.0,3477048,6499.0,Female,31.0,Black,Never-married,10th,United-States,Private,Adm-clerical,<=50K
rec-2558-org, owen, green,81.0, cuthbertson crescent, wyoming park, north haven,2800, nsw,19780406.0,8237162,28610.0,Male,53.0,White,Separated,HS-grad,United-States,Private,Transport-moving,<=50K
rec-1838-org, michael, sherriff,143.0, derrington crescent, raffa estate, ermington,2903, qld,19120821.0,3047271,20219.0,Male,51.0,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K
rec-2066-org, lily, binns,40.0, wade street, flr 5 john flynn medical centre, burwood,4035, nsw,19890429.0,3001403,7145.0,Male,56.0,White,Married-civ-spouse,9th,United-States,Private,Other-service,<=50K
rec-3826-org, amy, stephenson,52.0, waterfield place, hamilton, point lonsdale,3139, nsw,19330520.0,8823964,25420.0,Male,55.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,>50K
rec-3163-org, emiily, stanley,39.0, antill street, key, woy woy,6330, nsw,19650320.0,2407021,21136.0,Male,36.0,White,Married-civ-spouse,Some-college,United-States,Federal-gov,Adm-clerical,<=50K
rec-1750-dup-1, jack, nguyen,68.0, kelleway avenue, glenbrokoorchard, woombye,2163, nsw,19670617.0,7343200,23126.0,Male,24.0,White,Separated,7th-8th,United-States,Private,Machine-op-inspct,<=50K
rec-1223-org, alyssa, tiller,7.0, clive steele avenue, evergreen, port douglas,3081, wa,19320421.0,2635139,3262.0,Male,56.0,White,Married-civ-spouse,Masters,United-States,Private,Craft-repair,>50K
rec-1213-dup-3, amber, brangwen,1.0, shackletoncircuit, everhreen, hackham,7607, sa,19690905.0,7925975,18411.0,Female,57.0,White,Divorced,HS-grad,United-States,Private,Other-service,<=50K
rec-693-org, lauren, galbraith,64.0, hemmant street, wirreander, mallala,3199, nsw,19090526.0,2960398,6233.0,Male,22.0,White,Never-married,Some-college,United-States,Private,Farming-fishing,<=50K
rec-174-org, bayden, morcom,69.0, mckay gardens profsnl centre, barossa village, castlemaine,2620, qld,19300622.0,7645206,29346.0,Female,40.0,White,Married-civ-spouse,Assoc-voc,United-States,Federal-gov,Prof-specialty,>50K
rec-2054-org, tara, matthews,6.0, millen street, sec 311, avalon,2280, vic,19900506.0,4847097,1282.0,Male,54.0,White,Married-civ-spouse,Masters,United-States,Self-emp-not-inc,Sales,<=50K
rec-3241-org, jack, campbell,106.0, frencham place, llen nomis, alberton,4350, vic,19890807.0,3238238,28709.0,Male,43.0,White,Divorced,Bachelors,United-States,Private,Sales,>50K
rec-3663-org, ben, nygaard,1.0, noarlunga crescent, the iron farm, dalby,2539, nsw,19850927.0,7842352,21674.0,Male,45.0,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K
rec-356-org, bradley, ikeda,7.0, northbourne avenue, cypress garden, lang lang,6107, vic,19601012.0,3655808,2001.0,Female,64.0,White,Divorced,HS-grad,United-States,Local-gov,Adm-clerical,<=50K
rec-3067-org, harry, britten,67.0, wamaijira drive, the tops, rokeby,2850, wa,19290301.0,2453708,1625.0,Male,26.0,White,Married-civ-spouse,Some-college,United-States,Private,Tech-support,>50K
rec-3327-org, ty, campbell,12.0, giliruk crescent, beau-ridge, figtree,3150, sa,19110409.0,2986343,28153.0,Female,45.0,White,Widowed,Assoc-acdm,Cuba,Private,Sales,<=50K
rec-912-org, elise, dehass,6.0, crisp circuit, lindenleigh, kincumber,6210, nsw,19210301.0,8283075,19723.0,Female,17.0,White,Never-married,11th,United-States,Private,Adm-clerical,<=50K
rec-2510-org, samuel, campbell,106.0, corringle close, baroona, alfred cove,6061, vic,19251101.0,6813716,17367.0,Male,58.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Farming-fishing,<=50K
rec-35-dup-2, darcy, morrison,36.0, lewis luxtn avenue, the mews royal hotel bldg, cooks hill,3108, nsw,19170212.0,6145184,25596.0,Male,23.0,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
rec-790-org, zara, blowes,25.0, baracchi crescent, cressbrook, nunawading,2716, sa,19280327.0,2046035,29163.0,Male,27.0,White,Married-civ-spouse,HS-grad,Mexico,Private,Sales,<=50K
rec-2403-dup-0, ky, dixon,148.0, jinka street, enmore, creswick,2620, wa,19080413.0,9162308,23022.0,Male,44.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
rec-835-org, nathan, ryan,16.0, badimara street, aratula street, rostrevor,2615, nsw,19700308.0,6657230,8435.0,Male,29.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K
rec-3222-org, mathilde, beattie,105.0, pratt place, tinaroo falls, the entrance,2849, nsw,19991212.0,5893236,27232.0,Male,25.0,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
rec-3121-org, chloe, agius,13.0, medley street, avenue road, banjup,4305, qld,19271012.0,8177071,88.0,Male,48.0,White,Married-civ-spouse,Doctorate,United-States,Self-emp-not-inc,Prof-specialty,>50K
rec-3104-org, catherine, stanbury,33.0, laycock place, doonkuna estate, cordeaux heights,3500, wa,19480521.0,7537617,9317.0,Male,25.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
rec-505-org, emiily, lowry,6.0, investigator street, byron arcade, orange,4740, qld,19831006.0,3733762,21744.0,Male,42.0,White,Married-civ-spouse,Masters,United-States,Self-emp-not-inc,Sales,>50K
rec-1474-org, joel, thorpe,270.0, alice jackson crescent, robynvale, anglesea,2359, nsw,19830411.0,4181199,4748.0,Male,23.0,White,Never-married,Bachelors,United-States,Private,Sales,<=50K
rec-1859-org, teagan, covino,9.0, scaddan place, aird, lavington,6304, vic,19271201.0,4477386,10127.0,Male,21.0,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
rec-3314-dup-1, jackson, spratt,12.0, slight place, oatland s court, beachmere,3219, nsw,19920721.0,1338387,18230.0,Male,36.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
rec-3790-org, alana, steinert,70.0, marlee place, carney's arcade, aspendale gardens,2122, nsw,19460318.0,1648522,714.0,Male,55.0,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
rec-2488-org, tiahnee, agius,4.0, carbeen street, bypass road, mount pleasant,3161, nsw,19690416.0,7225892,14698.0,Male,26.0,Asian-Pac-Islander,Never-married,HS-grad,United-States,Federal-gov,Adm-clerical,<=50K
rec-3205-org, brydee, campbell,45.0, kirwan circuit, cheviot hills, hamilton,3146, nsw,19930612.0,1176768,11930.0,Male,27.0,White,Never-married,Assoc-acdm,United-States,Private,Sales,<=50K
rec-2183-dup-2, tahni, noack,71.0, mcmillan crescent, section, creswick,2203, sa,19290903.0,3982346,29118.0,Female,27.0,White,Married-civ-spouse,HS-grad,United-States,Private,Tech-support,<=50K
rec-1006-org, phoebe, green,21.0, mccaw place, berkeley vlge, manly vale,3034, nsw,19390830.0,4523967,2791.0,Male,46.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Sales,>50K
rec-1891-org, holly, barra,51.0, wilkins street, lakewood estate, christies beach,3842, vic,19300707.0,3610168,16972.0,Male,27.0,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,>50K
rec-3591-org, nikki, mason,1358.0, challinor crescent, eden park, urana,3072, nsw,19010529.0,7041562,18526.0,Male,45.0,White,Married-civ-spouse,Assoc-voc,United-States,State-gov,Protective-serv,<=50K
rec-2064-org, tahlia, walpole,96.0, o'halloran circuit, whiteman creek, slacks creek,5244, sa,19530102.0,1407685,27197.0,Male,48.0,Black,Married-civ-spouse,10th,United-States,Private,Transport-moving,<=50K
rec-1915-dup-0, angelica, stubbs,7.0, finniss crescent, settlershills, st kilda,3184, nsw,19310304.0,8814905,1007.0,Male,31.0,Asian-Pac-Islander,Married-spouse-absent,Doctorate,China,Private,Prof-specialty,<=50K
rec-1638-org, noah, beattie,1.0, hurtle avenue, kingsgrove, north sydney,2570, wa,19330327.0,9034649,187.0,Male,51.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
rec-1554-dup-0, travis, mitchel,13.0, northbourne avenue, hse 2, caulfield,6065, qld,19520519.0,1445582,28229.0,Male,42.0,White,Married-civ-spouse,5th-6th,United-States,Private,Craft-repair,<=50K
rec-3171-org, alicia, dichiera,2.0, hussey cove, corowa estate, bowral,6157, wa,19780206.0,6163041,27383.0,Male,48.0,White,Divorced,Some-college,United-States,Self-emp-not-inc,Sales,>50K
rec-1100-org, emiily, sifkus,260.0, marrawah street, rosehill, frankston,4702, nsw,19161203.0,1783916,16106.0,Female,45.0,White,Married-civ-spouse,1st-4th,United-States,Private,Other-service,<=50K
rec-609-org, lushia, zilm,9.0, greeves street, rowethorpe, greenacres,2031, qld,19500331.0,6238502,24592.0,Female,54.0,White,Never-married,Masters,United-States,Local-gov,Prof-specialty,>50K
rec-1948-org, erin, mcelwee,14.0, bastow circuit, hillside farm, jesmond,2615, nsw,19890831.0,8467493,19148.0,Female,33.0,White,Divorced,Bachelors,United-States,Private,Exec-managerial,<=50K
rec-503-dup-1, jacbo, gencheff,12.0, elder street, stfrancis vlge, para hills,4074, qld,19071231.0,8581017,11741.0,Male,43.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K
rec-2418-dup-1, jordan, marwaha,436.0, bernacchi street, the mall sp ringwood, midland,3129, nws,19640419.0,5161756,28604.0,Male,56.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,>50K
rec-3208-org, sophie, campbell,74.0, blythe close, tewantin plaza, rosebud,2037, vic,19870512.0,7144803,227.0,Male,58.0,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,>50K
rec-3056-org, mitchell, franklin-browne,11.0, bunton place, bunkers hill, modbury heights,3942, qld,19810320.0,1925909,9115.0,Female,56.0,White,Widowed,Bachelors,United-States,State-gov,Prof-specialty,<=50K
rec-3430-org, naomi, rawlings,1.0, gellatly place, st francis room, adelong,3128, qld,19750316.0,4221732,5342.0,Female,35.0,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K
rec-3580-org, samuel, mickelsen,158.0, atherton street, glenview, hillside,4610, sa,19871002.0,6265906,2536.0,Male,24.0,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
rec-3993-org, shelbey, musolino,29.0, slessor crescent, kings vale, sisters creek beach,3660, vic,19261029.0,6316880,23985.0,Male,62.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Transport-moving,<=50K
rec-1456-org, mikayla, de pierro,22.0, jardine street, villa 427, penola,3186, qld,19430712.0,2252386,5642.0,Female,31.0,Black,Never-married,Assoc-voc,United-States,Private,Other-service,<=50K
rec-298-org, jacqueline, harrington,4.0, kriewaldt circuit, rosetta village, hoppers crossing,3083, vic,19621029.0,9714217,21251.0,Male,57.0,White,Married-civ-spouse,Prof-school,United-States,Self-emp-inc,Prof-specialty,>50K
rec-86-dup-0, hugo, clarke,44.0, c/-the studentovillage, reay poce, ardeer,5047, nsw,19120125.0,8869813,8408.0,Female,39.0,White,Married-civ-spouse,Assoc-acdm,United-States,Self-emp-not-inc,Adm-clerical,>50K
rec-3500-org, georgia, ryan,33.0, dumaresq street, amherst village, brighton,3123, qld,19350914.0,4449919,3582.0,Male,69.0,White,Married-civ-spouse,11th,United-States,Private,Adm-clerical,<=50K
rec-1762-org, liam, monis,10.0, hardman street, hmas cerberus, allawah,2580, vic,19100212.0,4352277,21823.0,Male,53.0,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K
rec-1660-org, nicholas, hand,13.0, beazley crescent, naygoondy, murphys creek,4076, nsw,19141021.0,4956844,20955.0,Male,40.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Craft-repair,<=50K
rec-3318-dup-3, paul, mollj,10.0, outtrim avenue, the rocks, blacktown,3061, nsw,19180415.0,5230053,26626.0,Female,49.0,White,Widowed,HS-grad,United-States,Private,Adm-clerical,<=50K
rec-398-org, jade, scamoni,29.0, dethridge street, mlc centre, casula,2370, nsw,19580109.0,7452814,20416.0,Male,42.0,White,Separated,Some-college,Canada,Private,Exec-managerial,<=50K
rec-2163-org, natalia, nguyen,19.0, gangele street, riverbend, camira,2021, nsw,19711106.0,7713309,490.0,Female,41.0,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Exec-managerial,>50K
rec-2798-org, nacoya, bishop,45.0, la perouse street, shamrock vale, nuriootpa,3130, qld,19161216.0,9617672,698.0,Female,46.0,White,Married-civ-spouse,HS-grad,United-States,Federal-gov,Adm-clerical,>50K
rec-1740-org, matthew, mollross,8.0, barada crescent, villa 2, east botany,2846, qld,19990214.0,9819587,19351.0,Male,37.0,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Adm-clerical,>50K
rec-3788-org, jessica, tiffin,151.0, kingsmill street, immanuel garden, cobar,6156, qld,19631228.0,9689719,28175.0,Male,50.0,White,Married-civ-spouse,Some-college,Germany,Self-emp-inc,Machine-op-inspct,<=50K
rec-1530-dup-1, prudence, heron,1.0, mccoll street, loch sinzort, lake ill awarra,4701, nsw,19741007.0,5629382,29920.0,Female,47.0,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,>50K
rec-2226-org, gabriel, gillis,31.0, carstensz street, wondersun, helensburgh,2031, qld,19840930.0,5374722,15681.0,Male,42.0,Amer-Indian-Eskimo,Divorced,Assoc-acdm,United-States,Self-emp-not-inc,Craft-repair,<=50K
rec-2796-org, noah, kowplos,26.0, cracknell street, crestwood, marshall,3079, nsw,19610917.0,8241723,17649.0,Male,44.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Sales,<=50K
rec-1082-org, melissa, reid,17.0, glossop crescent, redlands, st ives,4035, vic,19670628.0,8769942,4795.0,Male,20.0,White,Married-civ-spouse,Some-college,United-States,State-gov,Other-service,<=50K
rec-2892-dup-0, kyle, rusyb,42.0, cory place, optima lodge, mount riverview,4128, nsw,19490720.0,2200965,14716.0,Female,35.0,White,Never-married,Assoc-acdm,United-States,Private,Adm-clerical,>50K
rec-1149-org, rachel, eglinton,9.0, nuyts street, killarney, stanhope,3193, vic,19760331.0,1169927,27104.0,Male,38.0,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
rec-1629-dup-2, abbey, purtelk,206.0, lomatia place, northbank caravan park, seymour,4130, nsw,19540518.0,4803304,11803.0,Female,43.0,White,Never-married,Masters,United-States,Self-emp-not-inc,Exec-managerial,<=50K
rec-2160-org, teaha, morecroft,9.0, morris street, hilltop hostel rowethorpe, wangi wangi,2228, nsw,19220130.0,3888275,5874.0,Female,37.0,White,Never-married,12th,United-States,Private,Other-service,<=50K
rec-211-org, april, beattie,119.0, mcauliffe court, renown, stanmore,6025, vic,19981014.0,8288055,4395.0,Female,27.0,Asian-Pac-Islander,Never-married,Assoc-acdm,Philippines,Private,Other-service,<=50K
rec-1509-org, patrick, lombardi,43.0, ramage place, rose-lea, keiraville,2161, qld,19520322.0,2346624,6056.0,Male,33.0,White,Married-civ-spouse,Masters,Germany,Private,Exec-managerial,>50K
rec-2881-org, isabelle, hobson,36.0, albermarle place, oxonia, woollahra,5253, nsw,19841015.0,2925032,701.0,Female,59.0,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Adm-clerical,>50K
rec-2779-dup-0, joshfua, manaalc,30.0, disney court, santa lukille, camp hill,3189, vic,19200810.0,6627612,3790.0,Male,41.0,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K
rec-1921-org, tanar, bennell,298.0, darambal street, rubern cottage, two rocks,4127, nsw,19680801.0,4461114,2785.0,Male,47.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K
rec-3509-org, bailey, harrland,51.0, lawrence crescent, willsburn, new town,6028, vic,19860729.0,3387259,23937.0,Female,46.0,White,Widowed,HS-grad,United-States,Self-emp-not-inc,Other-service,<=50K
rec-1438-org, thomas, cloudsdale,67.0, ferry place, jamieson house, aspley,3373, qld,19690821.0,1784236,25184.0,Male,52.0,White,Divorced,HS-grad,United-States,Private,Transport-moving,<=50K
rec-2402-org, claudia, bishop,8.0, porteous crescent, rosa blanca, nipan,3043, nsw,19590804.0,4375709,29155.0,Male,42.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
rec-3621-org, dayna, sleath,51.0, higinbotham street, flowerpot, mosman,2440, nsw,19631205.0,1846251,25981.0,Female,32.0,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Other-service,<=50K
rec-255-org, liam, frahn,9.0, gorrie close, lucerne park, torquay,2072, qld,19100921.0,8725149,21515.0,Male,55.0,White,Married-civ-spouse,7th-8th,United-States,Private,Transport-moving,<=50K
rec-2642-org, harry, pettingill,77.0, mcneil place, lochs, altona north,4122, vic,19610124.0,7885230,19319.0,Male,56.0,White,Married-civ-spouse,Prof-school,United-States,Self-emp-not-inc,Prof-specialty,>50K
rec-2670-org, adela, chandler,35.0, bertram street, hibiscus retirement village, ballina,3067, nsw,19800919.0,2964639,19947.0,Female,25.0,White,Divorced,Some-college,United-States,Self-emp-inc,Adm-clerical,<=50K
rec-3850-dup-0, alexander, dent,21.0, henrykenda ll bayside, theodore street, devonport,2000, vic,19000603.0,7769362,24396.0,Male,24.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
rec-89-dup-2, nicholas, simoketti,32.0, pickworth street, ashell, kirwsn,4005, nsw,19890410.0,8992443,8516.0,Male,47.0,White,Divorced,11th,United-States,Private,Handlers-cleaners,<=50K
rec-285-org, danjel, batusic,54.0, richards street, rajamare, gin gin,5162, vic,19600428.0,4308931,6796.0,Male,26.0,White,Married-civ-spouse,Some-college,United-States,Private,Protective-serv,<=50K
