index,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,salary-class
275_b, benjamin, brain,12, leahy close, elizabeth residential village, dover heights,2164, nsw,19240924,9191751,>50K
276_b, barnaby, siggins,32, hurley street, lakes retirement estate, kempsey,5126, vic,19981021,5752610,<=50K
277_b, bianca, dixon,14, bingley crescent, baptist retirement, woodbridge,6201, wa,19921019,3197244,<=50K
278_b, lucy, webb,5, rischbieth crescent, fred lean hostel, pimlico,2619, qld,19310329,2997048,<=50K
279_b, callum, white,19, bock place, morningsite, redbank plains,2137, vic,19470908,8508455,>50K
280_b, amelia, struck,29, colonial cvpan park, winser crescent, coffs harbour,2250, vic,19640311,7848066,>50K
281_b, rilye, shepherdson,34, lumholtcz place, maranui, roleystone,6430, qld,19711002,3919359,>50K
282_b, mackenzie, paterson,109, groveland crescent, the willows, mosman,6350, nsw,19960203,6068385,<=50K
283_b, sidonie, syder,6, mackie crescent, athlone 2, north turramurra,2120, vic,19280215,2956310,<=50K
284_b, imogen, louca,29, blackwell circuit, bindaree, coolum beach,2800, qld,19181226,2930517,<=50K
285_b, william, green,358, macrossan crescent, newman medixal centre, yagoona,2535, qld,19910111,3131587,<=50K
286_b, ruby, jeffries,73, forbes street, underwood, st albans,4165, nsw,19490705,8939903,>50K
287_b, aleisha, chandler,13, constitution avenue, cohors, ballarat,4034, vic,19540205,4168925,<=50K
288_b, lachlan, hyland,16, colebatch place, penquite road, new lambton heights,4350, qld,19340129,6484656,<=50K
289_b, shejbey, matthews,48, learmonth drive, dolphin arade, sanctuary point,2289, nsw,19440419,3598907,>50K
290_b, harslett, freya,23, lilley street, springc reek, toormna,2615, tas,19950228,3045942,<=50K
291_b, xepheren, everett,90, packer street, yonda pines, bulimba,4370, sa,19750202,6476307,<=50K
292_b, ewan, wittchen,8, barnett close, ronobri, bonnells bay,2295, vic,19920618,9662319,<=50K
293_b, natalia, george,22, woollum street, glenview, morwlel,6056, wa,19504306,7746839,>50K
294_b, emiily, bullock,251, ivo whitton circuit, kacadoo, blackburh north,3746, nsw,19470901,2457694,<=50K
295_b, harry, tippins,86, bussauc lose, north arm, klemzig,4005, nsw,19490706,7994028,<=50K
296_b, olivia, blackwell,21, barton highway, rowethorpe, artarmon,2229, qld,19641223,9582758,>50K
297_b, juliana, mccarthy,64, aroona court, nioka, gowrie,2705, vic,19461112,1699294,<=50K
298_b, samuel, dixon,16, fitchett street, st agnes vlg, raby,3162, vic,19371028,9819631,<=50K
299_b, chelsea, banasevich,124, grieve place, bunderrjy, gawler east,2400, sa,19400330,8359979,<=50K
300_b, ashlie, mason,3, sinclair street, young retirmeent village, flagstafflhill,3201, nsw,19540731,9955736,<=50K
301_b, callum, camens,35, latchfordstreet, northwest mediual centre, cloverdale,2481, tas,19810925,5181189,<=50K
302_b, shelby, priest,8, arthaldo court, yaroonga, villawood,2170, qld,19890604,8049385,<=50K
303_b, natasha, stanley,590, gooreen street, treetops, dalby,2076, qld,19331015,7039195,<=50K
304_b, raquel, beadle,12, albermarle place, hamilton central, auburn,6318, vic,19170312,5797844,<=50K
305_b, alexander, morrison,5, bugden avenue, kangaroo ground warrandy road, elimbah,3282, qld,19500420,2361933,<=50K
306_b, kaminskas, isabele,6, isis close, westholme, port qugusta,2765, qld,19060622,5344955,<=50K
307_b, william, dent,121, namoi place, hartford, hawkesbury heights,3818, vic,19450321,3141181,<=50K
308_b, kylee, stephenson,81, rose scott circuit, cordoba manor, ashfield,4226, vic,19461101,4783085,<=50K
309_b, micheal, laverty,6, lenehan street, sen nocke, suffol kpark,2208, vic,19631213,9897797,>50K
310_b, jayde, arkit,56, carlile street, tralee cottage, kempsey,2170, tas,19380522,7466463,<=50K
311_b, madalyn, carmody,15, balfour crescent, kersey' south, dutson,6026, nsw,19490615,3827946,<=50K
312_b, laurex, frahn,5, solomon crescent, stone ycreek, frankston,2570, vic,19810701,7840203,>50K
313_b, jacob, callahan,33, geeves court, wandoo stud, bayswater,2536, nsw,19931007,2283689,<=50K
314_b, joshua, robson,12, windich street, indra, lansvale,6153, nsw,19770906,5573069,<=50K
315_b, jade, dixon,202, leven street, francis chambers, toronto,3228, nsw,19250415,5898510,<=50K
316_b, millieo, chandler,11, woodgate street, yatcha, middleton beach,3525, nsw,19090414,9769153,<=50K
317_b, jackson, eglinton,840, fowles street, moun tvjiew, burleigh heads,2830, ss,19830807,2932837,<=50K
318_b, lachlan, tebbutt,24, jim pike cavenue, bendarra, lemon tree passage,3233, nsw,19680108,5276246,<=50K
319_b, belinda, blackwell,89, willcock place, sec 597, nedlands,2145, sa,19610102,4046672,<=50K
320_b, anton, miles,45, de little circuit, hamilton park, cooroy,4220, vic,19100212,9909697,<=50K
321_b, hugh, fenwick,19, biddell place, kolora, carlingford,4744, nsw,19970623,7482555,<=50K
322_b, lexie, scaturchio,2, marchant circuit, catumbel lodge, hoppers crossing,3106, qld,19460521,5088476,<=50K
323_b, michael, tylkowski,276, ashburton circuit, the mar ek place, st peters,2570, nsq,19290421,9384379,<=50K
324_b, magnus, mazzone,26, ingham place, halfmoon station, glengowrie,2285, nt,19650426,3684075,<=50K
325_b, christian, highfield,59, moruya circuit, kyalla, belmont,4740, sa,19791112,3938235,<=50K
326_b, benjamin, lock,37, hackett garden, plantation caravn park, port lincoln,2570, nsw,19831227,5021855,>50K
327_b, harry, bishop,12, tobin place, berkeley village, pearl beach,2565, vic,19091028,2328487,<=50K
328_b, imogen, filipov,82, freda bennett circuit, willandra, mount colah,3162, nsw,19780527,8125445,<=50K
329_b, maddison, giordano,34, martley circuit, kiaora, ringwood,3492, qld,19621211,7118072,<=50K
330_b, ned, lodgec,32, karuah street, athlone, bundamba,2280, act,19510526,9020603,<=50K
331_b, victoria, white,20, parker street, moy, calliope,4514, sa,19430329,3459225,<=50K
332_b, sarah, cionci,7, maccallum circuit, chateau royal, fish creek,6026, sa,19970102,7637145,>50K
333_b, jack, campbell,169, marr street, rhosewyn, oakleigh,3356, vic,19770109,1485686,<=50K
334_b, william, lazaroff,12, leah ylose, milwlood, forbes,7256, qld,19780204,8072193,<=50K
335_b, gianni, dooley,38, ashburton circuit, brentwood vlge, ryde,6025, qld,19371212,5854405,<=50K
336_b, jake, westbrook,231, booroondar a street, jodayne, salisbury east,2074, nsw,19001115,2330929,<=50K
337_b, destynii, hope,24, barunga street, villa 3, st peters,4061, nsw,19210430,6586920,<=50K
338_b, caleb, roberts-yates,40, millpost close, bandera, cobar,3500, qld,19670914,5399458,<=50K
339_b, georgia, rees,40, maclaurin crescent, spring creek, fullarton,6233, nsw,19210305,5595588,<=50K
340_b, julia, webb,86, english court, benachie, south grafton,4740, nsw,19700225,1675991,<=50K
341_b, grace, carbone,37, longstaff street, gleneira, seymour,6233, vic,19380212,4562990,<=50K
342_b, hayden, marinos,10, chirnside circuit, allensleigh, success,6560, vic,19720613,6046888,<=50K
343_b, daniel, warusevitane,123, mccaughey street, lemnos, lismore,3023, vic,19990918,9753591,>50K
344_b, lauren, gibb,35, tenison-woods circuit, the gums, adamstown heights,6333, nsw,19090430,3651643,<=50K
345_b, harvey, dunstone,23, merrett garden, guest hse, macedon,2097, nsw,19150106,8080352,<=50K
346_b, samuel, eglinton,17, tanumbirini street, birks harbour, raymond terrace,2176, vic,19690927,1843263,<=50K
347_b, georgia, simmonds,16, hurley street, iowanna, mittagong,2100, nsw,19230413,5714719,>50K
348_b, kiera, everett,4, rohan rivett crescent, brindabella specialist centre, alice springs,5558, nsw,19371021,2315324,<=50K
349_b, emiily, rundle,112, tarago place, fiveways, brookvale,2122, nsw,19461226,2419260,<=50K
350_b, brandon, freiman,27, tucana street, sunnyhills, tweed heads south,2500, nsw,19370325,3419459,<=50K
351_b, harriet, horsley,12, woinarski place, white lodge, mulgrave east,3280, wa,19710926,4215401,<=50K
352_b, harry, boyes,14, kadina crescent, hobbit hole, regents park,3199, qld,19550309,6398424,<=50K
353_b, shakirah, van der steege,51, newdegate street, airforce memorial estate, darlington,3630, tas,19580903,8013399,<=50K
354_b, alex, webb,92, outtrim avenue, st francis village, paddington,3056, nsw,19700807,5594371,<=50K
355_b, giorgia, smallacombe,10, dundas court, somerton park, glengarry,4108, sa,19990313,6657239,>50K
356_b, benjamin, hartland,40, ranken place, sorrento, collie,3799, qld,19080206,7081220,>50K
357_b, ethan, hand,1, lambrigg street, rainmore, south perth,5075, vic,19410622,3559862,>50K
358_b, thomas, humphreys,35, mayne street, gull cottage, the entrance,2000, qld,19880516,3033985,>50K
359_b, tommy, morrison,49, mcnamara street, rowan lodge, north ryde,2038, nsw,19231010,1815246,<=50K
360_b, daniella, boothroyd,101, elkington street, witsend, waterloo,6058, sa,19600904,7721398,<=50K
361_b, chevonne, wilkins,18, wilga place, the slipway, kellyville,4215, sa,19721204,9505241,<=50K
362_b, jacob, siviour,12, dobbie place, brentwood vlge, gundagai,2839, qld,19160602,6846430,<=50K
363_b, emma, thorpe,60, sharwood crescent, wyuna, warriewood,4510, vic,19211218,3969676,<=50K
364_b, alexandra, yiannoulis,159, archdall street, tall pines, rowville,3284, vic,19790913,7515259,<=50K
365_b, timothy, modystach,32, julia flynn avenue, rcg centre, charlestown,4655, vic,19671125,2430623,<=50K
366_b, bailee, dooley,24, balfour crescent, baybreeze, bowral,3152, vic,19140520,5906239,>50K
367_b, kalli, watkin,187, getting crescent, koah lodge, newrybar,4301, vic,19031202,2486965,<=50K
368_b, caleb, newberry,14, mackenzie street, mountainview retirement vlge, emerald,2560, sa,19211203,1454135,<=50K
369_b, matthew, jardine,36, sainsbury street, alice downs, windsor,4573, nsw,19180805,2211117,<=50K
370_b, brooke, green,14, laker crescent, sapri, whittingham,2166, wa,19920111,6640023,<=50K
371_b, zachariah, nadels,68, dennys place, laureldale, northgate,2133, qld,19801214,9144398,<=50K
372_b, zachary, bradshaw,106, totterdell street, barossa village, colo vale,3444, qld,19151219,6773972,<=50K
373_b, liam, grainger,251, magrath crescent, brindabella specialist centre, mclaren flat,2041, nsw,19690906,9030428,<=50K
374_b, madison, struck,40, drake brockman drive, eden park, st albans,4218, nsw,19600814,8963800,>50K
375_b, vincent, braithwaite,29, tweed place, brileen, cabramatta,5051, vic,19740815,8052521,<=50K
376_b, samantha, mapstone,44, hutchins street, golden ponds resort, maitland,2076, sa,19941127,4499927,<=50K
377_b, kydan, gigney,64, o'rourke street, timdoolin, shellharbour,4059, nsw,19760409,3279351,<=50K
378_b, zane, dixon,29, boustead circuit, baranbali, redbank plains,4740, nsw,19590328,3308725,<=50K
379_b, kayla, elrick,95, jardine street, banksia, catalina,2160, vic,19250202,6802075,<=50K
380_b, tara, pratap,15, wattle street, cantlay farm, aspley,2527, wa,19301128,3688555,<=50K
381_b, nicholas, bruinewoud,335, shakespeare crescent, marandyvale, kareela,2577, nsw,19621123,1642628,<=50K
382_b, joshua, ryan,14, wynn street, tathra, bilpin,2529, vic,19240510,2519978,<=50K
383_b, cambell, ryan,23, bradfield street, bolinda vale, brighton,2537, nsw,19700416,7188248,<=50K
384_b, timothy, soulemezis,18, allambee street, brentwood vlge, balaklava,2590, vic,19010923,1004898,<=50K
385_b, lucy, fitzpatrick,264, ainsworth street, the sarina centre, camden,3500, qld,19210222,6619346,<=50K
386_b, jayde, glass,15, macarthur avenue, shillelagh park, glenella,3200, vic,19161226,9446563,<=50K
387_b, nikita, bezuch,10, boddington crescent, holiday vlge, mcdowall,3020, nsw,19460615,8620625,<=50K
388_b, leon, mason,545, hawkesbury crescent, doubtful ck, ballina,3137, qld,19541005,1583941,>50K
389_b, bianca, cuming,9, albermarle place, harkness station, natimuk,3158, nsw,19911129,2315136,>50K
390_b, jaimee, hanna,8, harkness street, belmore river, armidale,2062, nsw,19871116,2798753,<=50K
391_b, bella, grierson,27, priddle street, green lagoon, christies beach,3125, vic,19310623,5873915,<=50K
392_b, aidyn, morrison,1215, bertram street, tiverton, woy woy,4021, nsw,19160319,7949710,>50K
393_b, tommy, green,122, nanima road, port 44, lower templestowe,6064, vic,19901006,6395834,>50K
394_b, alexandra, finlay,3, erldunda circuit, neaavie, cooroy,2147, nsw,19600723,3910557,<=50K
395_b, drew, bishop,6, gask place, balala station, heywood,3058, nsw,19000402,1553804,<=50K
396_b, alana, frahn,530, a'beckett street, pyramid caravn park, lakes entrance,2477, vic,19630307,4624018,<=50K
397_b, samuel, goldsworthy,28, louis loder street, grant patch, naremburn,4055, sa,19270607,5061165,<=50K
398_b, amelia, lowry,54, jandamarra street, ellwood, kinglake east,4208, qld,19231009,2439141,>50K
399_b, maddison, mahon,62, ellenborough street, brentwood vlge, east gordon,2224, qld,19381111,9640898,<=50K
400_b, lewis, westbrook,14, hutchison crescent, ohio station, seaforth,4128, vic,19081217,5442782,<=50K
401_b, william, george,31, kidman close, ocean breeze, labrador,3438, sa,19250214,9555232,>50K
402_b, lily, collier,47, sargood street, amelia, port macquarie,3148, vic,19860413,6053640,>50K
403_b, casey, fitzpatrick,34, hugh mckay crescent, glass house, hamilton,4178, nsw,19320411,3603845,<=50K
404_b, nicholas, jenvey,59, bogan place, hopeview, bundaberg,2440, nsw,19921231,1646485,<=50K
405_b, olivia, leong,75, naismith place, mckail, deer park,3177, nsw,19820831,9379794,<=50K
406_b, reegan, noble,4, kauper street, poplars, carlingford,7173, vic,19501211,7625184,<=50K
407_b, cameron, prideaux,50, oakes street, evenstar, condon,6164, nsw,19990615,3537256,>50K
408_b, georgia, maynard,10, temperley street, tieve tara, toowong,3175, qld,19700324,3465730,<=50K
409_b, danny, stephenson,16, o'shanassy street, banksia village, armidale,3130, tas,19831019,7199358,<=50K
410_b, jessica, liddy,15, hyndes crescent, sec 1, fairlight,4133, nsw,19620602,9399509,<=50K
411_b, madeline, mahon,27, medworth crescent, airforce memorial estate, rosebud,3107, sa,19970711,8911383,<=50K
412_b, madeline, boyes,4, dowsley place, wattle place, kingsford,5062, vic,19760522,6564625,<=50K
413_b, connor, toms,22, taggerty street, vivigani, malvern east,7310, qld,19991026,6080369,<=50K
414_b, daniel, white,1, albermarle place, summer hill, brierfield,3810, sa,19870703,8258779,>50K
415_b, benjamin, white,35, fiveash street, meadowvale village, cranbourne,2759, sa,19900716,7111467,<=50K
416_b, ebony, van hees,34, bellinger circuit, morago, robina,2481, nsw,19040204,1761872,>50K
417_b, grace, weidenbach,57, kemsley place, medical practice bendigo, klemzig,4127, nsw,19340907,9063243,<=50K
418_b, asha, chetter,8, streeton drive, rosehill, scarborough,5051, qld,19440808,7992366,<=50K
419_b, solomon, morrison,67, jarrahdale street, yaldara, empire bay,2097, qld,19400406,2523626,<=50K
420_b, brinley, ho,6, vickers crescent, parks cottage, greenwith,2166, sa,19311119,9490562,<=50K
421_b, zac, green,44, bingley crescent, green farm mates, karratha,5087, vic,19260814,7913094,<=50K
422_b, matthew, brock,18, longworth place, never die, oaklands park,2092, nsw,19500905,5036431,>50K
423_b, fraser, miles,8, bungonia street, hartley st school, kardinya,3782, vic,19390405,8206248,<=50K
424_b, james, coleman,297, discovery street, irrigation farm, campsie,2315, wa,19350803,7236834,>50K
425_b, amber, nguyen,293, hartung crescent, grandview, auburn,2209, nsw,19780324,1624161,<=50K
426_b, stephanie, braithwaite,86, chisholm street, paradise lake resort, toowoomba,2516, nt,19750104,4262794,<=50K
427_b, thomas, bruhn,21, namadgi circuit, mariner views, slacks creek,4670, wa,19540821,1246505,<=50K
428_b, kira, wimmer,4, sturdee crescent, ark hall, tanjil south,3173, sa,19410628,4604196,<=50K
429_b, ruby, hentze,30, harkness street, glenearra, florey,4178, sa,19030606,2379739,>50K
430_b, erin, pernini,32, lorimer place, robertson barracks, northmead,5167, sa,19710527,5533014,>50K
431_b, shanaye, averats,162, benjamin way, ashville, bamawm,3175, qld,19340625,8457909,<=50K
432_b, amber, von hoist,75, pattinson crescent, school house, hoppers crossing,3311, vic,19970624,8009122,<=50K
433_b, nicholas, clarke,13, gaylard place, tryphinia view, wetherill park,2810, nsw,19041223,3927795,<=50K
434_b, bailee, vearing,18, bavin street, sun city tourist park, safety beach,6076, nsw,19741208,4201824,<=50K
435_b, mhary, rundle,12, bradfield street, hollybrooke, woodlands,3280, vic,19960812,2523448,>50K
436_b, patrick, green,88, kelsall place, killarney east, rose bay,5108, nsw,19151112,5843260,<=50K
437_b, katelyn, simmonds,9, kellway street, amboyne, noble park,2148, vic,19930530,5268119,<=50K
438_b, william, reid,12, tatchell street, st georges park, hoppers crossing,4814, nsw,19750418,4238509,<=50K
439_b, joel, cerins,24, majura lane, bungarra, matraville,4164, wa,19860411,3772618,<=50K
440_b, blake, bracci,159, duffy street, hillcrest lodge, bacchus marsh,4510, nsw,19590213,9959006,<=50K
441_b, cameron, shepherd,16, clift crescent, nurock, northgate,2340, qld,19620826,1930833,<=50K
442_b, megan, bishop,7, maltby circuit, buena vista, naremburn,4740, qld,19920611,9512945,<=50K
443_b, leah, clarke,2, iterra place, brentwood village, new farm,4109, vic,19650213,9701390,<=50K
444_b, emmerson, maziakowski,58, irvine street, loughmore, nunawading,4211, qld,19400316,1807250,<=50K
445_b, jarrod, manson,29, dalgleish close, beth-el, mypolonga,3182, qld,19160808,9103373,>50K
446_b, alessia, krajnc,30, fergusson crescent, kalga, shorewell park,5044, nsw,19421102,7927039,<=50K
447_b, madeline, david,3, wagga street, bonnie doon, port broughton,3977, nsw,19451005,8930836,<=50K
448_b, jack, steinert,61, french street, meadows estate, adamstown,4350, vic,19460712,3691990,<=50K
449_b, daniel, green,1, hartog street, retirement village, bonnyrigg,2749, vic,19900926,9765281,<=50K
450_b, amy, white,27, doyle terrace, tantallon, duncraig,3810, nsw,19340217,3650503,<=50K
451_b, natalia, mccarthy,10, vogelsang place, albion heights, blair athol,6018, act,19841123,4528680,>50K
452_b, adam, cordingley,50, chandler street, kenbar, duncraig,3915, vic,19000322,2892892,<=50K
453_b, makayla, matthews,42, cullen street, st francis room, oakleigh,3233, nsw,19061006,7914405,>50K
454_b, elle, royle,40, maribyrnong avenue, stapleton station, port lincoln,4220, nsw,19430114,8517219,<=50K
455_b, helena, haskett,5, namadgi circuit, ryanfield, berowra heights,7307, qld,19560926,3772585,<=50K
456_b, emiily, lowe,80, investigator street, mirilla, hopetoun,3377, vic,19420731,2555272,<=50K
457_b, hannah, egan,9, elvire place, the iron farm, parkside,3042, nsw,19380131,6564365,<=50K
458_b, daniel, fysh,27, appel crescent, wildes mdw, hermit park,2333, nsw,19620207,8595168,<=50K
459_b, ridley, blake,142, forbes street, white lodge, mill park,3133, sa,19990618,1662040,<=50K
460_b, chloe, bastiaans,49, sturdee crescent, rowethorpe, toowoomba,2232, vic,19470305,1208800,<=50K
461_b, alicia, clarke,72, fitchett street, rowethorpe, whalan,2643, nsw,19811201,4620985,>50K
462_b, jade, markakis,123, la perouse street, brentwood vlge, ascot,3121, qld,19020516,8651304,<=50K
463_b, finn, baradakis,13, launceston street, ferndale, coolbellup,2323, qld,19281212,1281405,<=50K
464_b, tayla, vandelaar,38, boehm close, florina park, port macquarie,2077, vic,19210928,6944524,<=50K
465_b, alissa, ryan,519, boobialla street, urimbirra, seaforth,6018, nsw,19990829,1669952,>50K
466_b, koula, haggett,18, hugh mckay crescent, woodleigh, lilydale,3028, vic,19000625,3064629,<=50K
467_b, zarlia, gearman,2, quiros street, naranda, arana hills,2250, sa,19101225,4751144,<=50K
468_b, harley, coleman,4, pridham street, merrydale, broome,2528, wa,19670119,3924037,<=50K
469_b, irene, morrison,16, maitland street, the mall, burleigh heads,4077, vic,19650804,9676215,<=50K
470_b, deakin, peachey,16, officer crescent, tesbury, nollamara,2144, tas,19690824,8507376,<=50K
471_b, jacqueline, ferris,107, kriewaldt circuit, dunmoven, mirrabooka,3195, vic,19250708,6320610,<=50K
472_b, jock, wilde,8, laidley place, halfmoon station, burnett heads,4702, nsw,19001220,4981468,<=50K
473_b, imogen, bishop,10, badimara street, rockvale road, mount eliza,2606, qld,19460109,9681787,<=50K
474_b, delaney, kiernan,3, weavell place, tilbrook, robina,7018, tas,19180423,8250056,<=50K
475_b, joshua, morrison,26, bainbridge close, glenfyne angus stud, adelaide,2071, vic,19870429,8684749,<=50K
476_b, takeisha, white,6, chuculba crescent, melaleuca, bundaberg,6062, vic,19350824,1092886,<=50K
477_b, joshua, donkin,16, mather street, glebe retirement villa, park holme,3020, nsw,19750509,3544363,>50K
478_b, vanessa, george,6, cleland street, rowethorpe, mount isa,4122, nsw,19420210,3116798,<=50K
479_b, corey, godfrey,74, sturt avenue, cox court hostel, rapid creek,3976, wa,19720408,7156463,<=50K
480_b, paris, parremore,16, guerin place, coralyn, north hobart,2250, wa,19260913,1309513,>50K
481_b, lara, musolino,26, steinfeld court, table mountain, moree,3134, wa,19381019,4887522,>50K
482_b, jayden, pendle,484, naas road, weeroona, mount gravatt,2164, vic,19070815,6759267,<=50K
483_b, pascale, quast,33, kingham place, killarney, robertson,2135, wa,19570201,7680717,<=50K
484_b, nicholas, mcneill,16, taylor place, tunis, bacchus marsh,6019, nsw,19800829,4524218,<=50K
485_b, stephanie, george,50, mcculloch street, ardrossan, berwick,2226, qld,19691102,3352388,<=50K
486_b, jacinta, webb,37, port jackson circuit, nimmitabel motel, maryborough,3500, nsw,19991017,7529668,<=50K
487_b, anna, reid,19, morant circuit, grammar school, south turramurra,2040, vic,19960111,2799251,<=50K
488_b, william, tomney,25, houghton place, omaru, gilmore,5043, nsw,19280525,7882159,<=50K
489_b, melissa, dent,27, gungurra crescent, redlands, whyalla,3775, nsw,19960112,9846985,<=50K
490_b, lily, reid,27, tyrrell circuit, bright view, port sorell,2578, sa,19010405,2062273,<=50K
491_b, keira, zawistowski,18, symers street, irrigation farm, kirribilli,7112, vic,19781026,4217543,>50K
492_b, hayden, kluske,25, kanooka street, grenoble, bonnyrigg,4740, nsw,19111028,9665345,<=50K
493_b, isabella, ctercteko,61, sturt avenue, avocado acres, planland,7216, vic,19810626,8794181,<=50K
494_b, matisse, kromwyk,14, charterisville avenue, phillip lodge, toowoomba,2880, nsw,19190122,1739657,>50K
495_b, cambell, coleman,54, norton street, skilbister, coniston,3803, act,19731016,2382912,<=50K
496_b, kai, mason,37, trimmer place, glenlee, warrane,4132, nsw,19651116,3708941,>50K
497_b, joshua, berry,95, leahy place, crestfield, shenton park,6302, nsw,19550519,3007951,>50K
498_b, heather, campbell,15, maitland street, southport retirement village, yinnar,4740, qld,19130206,4429520,<=50K
499_b, madeline, bradshaw,22, saywell place, little nest, charlestown,6430, nsw,19190915,3776965,<=50K
500_b, chloe, mason,9, beirne street, grandview, st albans,2035, nsw,19760319,1704784,<=50K
501_b, nikita, mcgregor,1, sherwood circuit, cooranga, frankston,3892, sa,19250127,5134549,<=50K
502_b, amelia, graham-jones,5, mcgivern crescent, australian fair west, new town,2163, act,19000619,5013227,>50K
503_b, joel, bowerman,66, fidge street, ashgrove farms, salisbury,3328, vic,19060517,3551824,<=50K
504_b, zali, white,6, mildura street, r s l retrmnt vlge, elizabeth vale,3034, nsw,19420704,2318181,<=50K
505_b, gabrielle, langer,562, delegate street, oak valley, paddington,3910, wa,19800810,6248832,<=50K
506_b, isabella, reid,42, sherbrooke street, armidale private hospital, tallong,2088, vic,19101002,2434717,>50K
507_b, isaac, riddell,20, ern florence crescent, villa 147 henry kendall bayside, concord west,5042, nsw,19210805,7044469,>50K
508_b, diamond, branston,124, longstaff street, two sticks estate, grenfell,3108, nsw,19720728,7015483,<=50K
509_b, gabriel, green,18, alroy circuit, birrabilla, surry hills,4558, nsw,19901018,6199029,<=50K
510_b, mackenzie, boocock,81, tipiloura street, ursula, budgewoi,7027, nsw,19030720,6435654,>50K
511_b, timothy, twigger,9, tunney crescent, argyle, toorak,5031, vic,19210926,4013666,>50K
512_b, malakai, palethorpe,23, marsden street, boonal, gaven,2340, nsw,19031029,6356251,<=50K
513_b, jacob, badalassi,7, patey street, summer hill, surfers paradise,4035, nsw,19171217,9068304,<=50K
514_b, samantha, ryan,12, forsythe street, murrawarra, winthrop,2107, nsw,19100210,2049144,<=50K
515_b, emiily, scheel,12, cuscaden crescent, hopeview, jamboree heights,4816, vic,19521013,4479115,<=50K
516_b, ruby, garnsey,317, harcourt street, navan park, north narrabeen,4163, nsw,19731030,3572082,<=50K
517_b, makenzi, lowe,10, pandanus street, the homestead, springfield,2745, vic,19370123,3748468,<=50K
518_b, daniel, rafanelli,1, warragamba avenue, aptmnt 240, eight mile plains,3233, nsw,19450221,3820840,<=50K
519_b, imogen, boyle,57, gilmore crescent, village walk (cnr high s street, safety bay,3088, qld,19360622,4299413,<=50K
520_b, antonio, hage,34, grigson place, warrawong, tinamba,3636, nsw,19330331,8493945,<=50K
521_b, jacob, watts-endresz,6, maranoa street, rubern cottage, cowra,2046, qld,19400708,4839960,<=50K
522_b, michael, leslie,2, kirwan circuit, blenmore, bangor,3150, qld,19350423,7283233,<=50K
523_b, lochlan, weaver,30, carnegie crescent, gantham, wendouree,3198, nsw,19990511,5721590,<=50K
524_b, taliah, buitendyk,19, emily bulcock crescent, palmwood court, flinders park,5109, sa,19950831,1039913,<=50K
525_b, sarah, wheatley,24, oxley street, jaspars, kellyville,2430, wa,19640212,3619638,<=50K
526_b, madison, seddon,9, wirilda street, killarney, rosebery,4109, vic,19770403,7497285,<=50K
527_b, diamond, mason,371, madigan street, brumby's run, flora hill,2250, nsw,19161109,2452931,<=50K
528_b, lachlan, clarke,19, bunbury street, kildurham, nhill,3805, nsw,19180501,2371874,<=50K
529_b, sonja, clarke,7, carrington street, la rhune, coolaroo,6317, vic,19750513,4511800,<=50K
530_b, leon, mandica,25, antill street, upper green farm, laverton,2115, sa,19540826,3910447,<=50K
531_b, amber, webb,25, toolambi street, villa 235 henry kendall vlge, helens hill,6156, sa,19470715,7791091,>50K
532_b, bailley, fair,27, lacey place, sunny-brae, auburn,3757, wa,19730509,9201783,<=50K
533_b, kiria, pamnany,20, gatton street, cypress garden, beechmont,4301, vic,19040202,8317110,<=50K
534_b, riley, grubb,377, abercrombie circuit, lapstone, burwood,6330, vic,19040327,2728675,<=50K
535_b, zachary, lowe,10, knox street, myliton, ulverstone,5604, wa,19690408,6750174,<=50K
536_b, samuel, matthews,42, ferdinand street, eagle rock, east fremantle,2049, nsw,19140402,4593177,<=50K
537_b, nicholas, coffey,41, disney court, siesta caravn park, coonabarabran,2428, act,19960110,9358749,<=50K
538_b, sara, wilkins,12, boddington crescent, wyseworth rmb 346, naracoorte,5084, qld,19621027,7634727,<=50K
539_b, alaiyah, stephenson,61, captain cook crescent, hd tiparra sec 333, nhill,3204, act,19050712,2910230,>50K
540_b, ethan, mcdermid,27, buggy crescent, rsde 817 wallace, eden hills,3287, nsw,19921128,3857387,<=50K
541_b, charlie, browne,33, rivers street, rowethorpe, east hills,2539, sa,19360722,3866237,>50K
542_b, jett, mendrin,108, ainsworth street, colooli village, bassendean,3777, nsw,19050414,4009353,<=50K
543_b, ella, wilkins,468, hodgson crescent, currandina, ellenbrook,2615, sa,19010903,2658739,<=50K
544_b, gabriella, pilavci,35, perry drive, medical centre, mooroolbark,2460, wa,19160117,2556284,>50K
545_b, lara, snelling,1, bimbiang crescent, the briar patch, toorak,5049, vic,19610916,8470980,<=50K
546_b, harrison, schuster,21, boldrewood street, brambletye vinyard, port macquarie,4069, vic,19851117,4249901,<=50K
547_b, alexandra, berry,18, mckinley circuit, aronui, tahmoor,2206, nsw,19120808,1881229,>50K
548_b, alana, thredgold,32, rivers street, oakdale ranch, mooloolaba,4715, vic,19250525,2372845,>50K
549_b, joshua, dolan,16, gabriel place, greglea village, lobethal,5162, qld,19670425,4173804,<=50K
550_b, stephanie, tuckwell,6, weddin circuit, hillside farm, scarborough,4152, sa,19920918,9299910,<=50K
